Year,Month,Country,Exchange Rate
1994,10,Turkey,0.034905
1994,10,Turkmenistan,5200
1994,10,Uganda,912.0238
1994,10,Ukraine,0.604579
1994,10,United Arab Emirates,3.672714
1994,10,United Kingdom,0.622047
1994,10,United States,1
1994,10,Uruguay,5.584262
1994,10,Uzbekistan,66.895
1994,10,Vanuatu,113.119
1994,10,"Venezuela, RB",2623.858215
1994,10,Vietnam,10984.3
1994,10,West Bank and Gaza,1
1994,10,World (WBG members),280.4754
1994,10,"Yemen, Rep.",12
1994,10,Zambia,0.664262
1994,10,Zimbabwe,316.1700085
1994,11,Albania,100.5076
1994,11,Algeria,41.83446
1994,11,Angola,334338.6
1994,11,Antigua and Barbuda,2.706364
1994,11,Argentina,0.999773
1994,11,Armenia,449.626743
1994,11,Australia,1.324381
1994,11,Austria,0.7941
1994,11,Azerbaijan,0.970411732
1994,11,Bahamas,0.99999226
1994,11,Bahrain,0.377
1994,11,Bangladesh,39.88045
1994,11,Barbados,2.009773
1994,11,Belarus,7.681818
1994,11,Belgium,0.7941
1994,11,Belize,2
1994,11,Benin,551.610659
1994,11,Bhutan,31.39023
1994,11,Bolivia,4.69
1994,11,Bosnia and Herzegovina,1.642911797
1994,11,Botswana,2.694511
1994,11,Brazil,0.840682
1994,11,Brunei Darussalam,1.470227
1994,11,Bulgaria,0.065
1994,11,Burkina Faso,551.610659
1994,11,Burundi,241.9997
1994,11,Cabo Verde,92.57922452
1994,11,Cambodia,4034.464425
1994,11,Cameroon,551.610659
1994,11,Canada,1.365455
1994,11,Central African Republic,551.610659
1994,11,Chad,551.610659
1994,11,Chile,413.0864
1994,11,China,8.516818
1994,11,Colombia,829.94
1994,11,Comoros,417.8260062
1994,11,"Congo, Dem. Rep.",0.079364
1994,11,"Congo, Rep.",551.610659
1994,11,Costa Rica,161.4062
1994,11,Cote d'Ivoire,528.1845
1994,11,Croatia,6.300499951
1994,11,Cyprus,0.7941
1994,11,Czech Republic,27.64832
1994,11,Denmark,6.029045
1994,11,Developing Asia,312.2139
1994,11,Developing Countries,1694.735
1994,11,Djibouti,177.7208018
1994,11,Dominica,2.7
1994,11,Dominican Republic,13.7727
1994,11,East Asia & Pacific developing,384.8267
1994,11,Ecuador,1
1994,11,"Egypt, Arab Rep.",3.38925
1994,11,El Salvador,8.726364
1994,11,Equatorial Guinea,551.610659
1994,11,Eritrea,14.6007273
1994,11,Estonia,0.7941
1994,11,Ethiopia,5.446864
1994,11,Europe & Central Asia developing,12.90198
1994,11,Fiji,1.423494
1994,11,Finland,0.7941
1994,11,France,0.7941
1994,11,Gabon,551.610659
1994,11,"Gambia, The",9.384545
1994,11,Georgia,2.043
1994,11,Germany,0.7941
1994,11,Ghana,0.102373
1994,11,Greece,0.7941
1994,11,Grenada,2.7
1994,11,Guatemala,5.735545
1994,11,Guinea,990.7503
1994,11,Guinea-Bissau,551.610659
1994,11,Guyana,200.4728507
1994,11,Haiti,19.08311
1994,11,High Income Countries,35.22009
1994,11,High Income: Non-OECD,2.994981
1994,11,High income: OECD,36.96276
1994,11,Honduras,8.954318
1994,11,"Hong Kong SAR, China",7.728818
1994,11,Hungary,108.9486
1994,11,Iceland,67.35318
1994,11,India,31.39023
1994,11,Indonesia,2174.591
1994,11,"Iran, Islamic Rep.",1760.76
1994,11,Iraq,1411.972134
1994,11,Ireland,0.7941
1994,11,Israel,2.9905
1994,11,Italy,0.7941
1994,11,Jamaica,32.86832
1994,11,Japan,98.1
1994,11,Jordan,0.695727
1994,11,Kazakhstan,50
1994,11,Kenya,43.24091
1994,11,Kiribati,1.32471505
1994,11,"Korea, Rep.",793.6318
1994,11,Kuwait,0.298682
1994,11,Kyrgyz Republic,10.81091
1994,11,"Lao, PDR",8920.226203
1994,11,Latin America & Caribbean developing,65.96425
1994,11,Latvia,0.7941
1994,11,Lebanon,1658.039
1994,11,Lesotho,3.524591
1994,11,Liberia,70.56122249
1994,11,Libya,1.213334374
1994,11,Lithuania,0.7941
1994,11,Low Income,263.23
1994,11,Luxembourg,0.7941
1994,11,"Macedonia, FYR",51.75614104
1994,11,Madagascar,709.2386
1994,11,Malawi,11.65532
1994,11,Malaysia,2.556864
1994,11,Maldives,13.41858826
1994,11,Mali,551.610659
1994,11,Malta,0.7941
1994,11,Mauritania,121.7134
1994,11,Mauritius,17.80659
1994,11,Mexico,3.4415
1994,11,"Micronesia, Fed. Sts.",1
1994,11,Middle East & N. Africa developing,912.9105
1994,11,Middle Income Countries,1710.137
1994,11,"Moldova, Rep.",4.248182
1994,11,Mongolia,402.047
1994,11,Montenegro,0.840925014
1994,11,Morocco,8.820591
1994,11,Mozambique,6.422091
1994,11,Myanmar,363.8905312
1994,11,Namibia,3.524591
1994,11,Nepal,49.48295
1994,11,Netherlands,0.7941
1994,11,New Zealand,1.609531
1994,11,Nicaragua,6.936591
1994,11,Niger,551.610659
1994,11,Nigeria,21.96955
1994,11,Norway,6.732091
1994,11,Oman,0.385182
1994,11,Pakistan,30.65136
1994,11,Panama,1
1994,11,Papua New Guinea,1.157472
1994,11,Paraguay,1922.409
1994,11,Peru,2.196864
1994,11,Philippines,24.10909
1994,11,Poland,2.353045
1994,11,Portugal,0.7941
1994,11,Qatar,3.639909
1994,11,Romania,0.176364
1994,11,Russian Federation,3.149182
1994,11,Rwanda,136.9558
1994,11,Samoa,2.441753243
1994,11,San Marino,0.840925014
1994,11,Sao Tome and Principe,15.127392
1994,11,Saudi Arabia,3.750591
1994,11,Senegal,551.610659
1994,11,Serbia,77.12087336
1994,11,Seychelles,4.897864
1994,11,Sierra Leone,3739.520348
1994,11,Singapore,1.465727
1994,11,Slovakia,0.7941
1994,11,Slovenia,0.7941
1994,11,Solomon Islands,3.278951
1994,11,South Africa,3.524591
1994,11,South Asia developing,32.42561
1994,11,South Sudan,35.26552738
1994,11,Spain,0.7941
1994,11,Sri Lanka,49.07545
1994,11,St. Kitts and Nevis,2.7
1994,11,St. Lucia,2.7
1994,11,St. Vincent and the Grenadines,2.7
1994,11,Sub-Saharan Africa developing,33711.18
1994,11,Sudan,3.455568801
1994,11,Suriname,3.431623396
1994,11,Swaziland,3.524591
1994,11,Sweden,7.358091
1994,11,Switzerland,1.297227
1994,11,Syrian Arab Republic,95.42193548
1994,11,"Taiwan, China",26.15595
1994,11,Tajikistan,4.3625181
1994,11,"Tanzania, United Rep.",525.7727
1994,11,Thailand,24.98318
1994,11,Timor-Leste,1
1994,11,Togo,551.610659
1994,11,Tonga,1.336355
1994,11,Trinidad and Tobago,5.796818
1994,11,Tunisia,0.977136
1994,11,Turkey,0.036409
1994,11,Turkmenistan,5200
1994,11,Uganda,911.2591
1994,11,Ukraine,0.720864
1994,11,United Arab Emirates,3.673
1994,11,United Kingdom,0.630137
1994,11,United States,1
1994,11,Uruguay,5.502955
1994,11,Uzbekistan,66.9
1994,11,Vanuatu,112.5
1994,11,"Venezuela, RB",2623.858215
1994,11,Vietnam,11009.02
1994,11,West Bank and Gaza,1
1994,11,World (WBG members),542.1896
1994,11,"Yemen, Rep.",12
1994,11,Zambia,0.669606
1994,11,Zimbabwe,316.1700085
1994,12,Albania,100.4669
1994,12,Algeria,42.71404
1994,12,Angola,478742.4
1994,12,Antigua and Barbuda,2.7
1994,12,Argentina,0.998455
1994,12,Armenia,449.626743
1994,12,Australia,1.291173
1994,12,Austria,0.812843
1994,12,Azerbaijan,0.970411732
1994,12,Bahamas,0.99999226
1994,12,Bahrain,0.377
1994,12,Bangladesh,39.89545
1994,12,Barbados,2.010375
1994,12,Belarus,8.875
1994,12,Belgium,0.812843
1994,12,Belize,2
1994,12,Benin,551.610659
1994,12,Bhutan,31.38677
1994,12,Bolivia,4.705227
1994,12,Bosnia and Herzegovina,1.642911797
1994,12,Botswana,2.724481
1994,12,Brazil,0.848682
1994,12,Brunei Darussalam,1.468182
1994,12,Bulgaria,0.065409
1994,12,Burkina Faso,551.610659
1994,12,Burundi,247.0525
1994,12,Cabo Verde,92.57922452
1994,12,Cambodia,4034.464425
1994,12,Cameroon,551.610659
1994,12,Canada,1.390136
1994,12,Central African Republic,551.610659
1994,12,Chad,551.610659
1994,12,Chile,402.2986
1994,12,China,8.482318
1994,12,Colombia,828.975
1994,12,Comoros,417.8260062
1994,12,"Congo, Dem. Rep.",0.091
1994,12,"Congo, Rep.",551.610659
1994,12,Costa Rica,163.4983
1994,12,Cote d'Ivoire,541.0573
1994,12,Croatia,6.300499951
1994,12,Cyprus,0.812843
1994,12,Czech Republic,28.10573
1994,12,Denmark,6.157136
1994,12,Developing Asia,313.5098
1994,12,Developing Countries,2327.205
1994,12,Djibouti,177.7208018
1994,12,Dominica,2.7
1994,12,Dominican Republic,13.49281
1994,12,East Asia & Pacific developing,386.4546
1994,12,Ecuador,1
1994,12,"Egypt, Arab Rep.",3.392455
1994,12,El Salvador,8.729318
1994,12,Equatorial Guinea,551.610659
1994,12,Eritrea,14.6007273
1994,12,Estonia,0.812843
1994,12,Ethiopia,5.429307
1994,12,Europe & Central Asia developing,13.27695
1994,12,Fiji,1.41389
1994,12,Finland,0.812843
1994,12,France,0.812843
1994,12,Gabon,551.610659
1994,12,"Gambia, The",9.497273
1994,12,Georgia,1.656557
1994,12,Germany,0.812843
1994,12,Ghana,0.103445
1994,12,Greece,0.812843
1994,12,Grenada,2.7
1994,12,Guatemala,5.616841
1994,12,Guinea,1001.878
1994,12,Guinea-Bissau,551.610659
1994,12,Guyana,200.4728507
1994,12,Haiti,19.08052
1994,12,High Income Countries,35.3422
1994,12,High Income: Non-OECD,2.997884
1994,12,High income: OECD,37.0913
1994,12,Honduras,9.170795
1994,12,"Hong Kong SAR, China",7.736727
1994,12,Hungary,111.6509
1994,12,Iceland,68.78955
1994,12,India,31.38677
1994,12,Indonesia,2188.545
1994,12,"Iran, Islamic Rep.",1750.239
1994,12,Iraq,1411.972134
1994,12,Ireland,0.812843
1994,12,Israel,2.993273
1994,12,Italy,0.812843
1994,12,Jamaica,32.85368
1994,12,Japan,100.12
1994,12,Jordan,0.702455
1994,12,Kazakhstan,50
1994,12,Kenya,45.03955
1994,12,Kiribati,1.32471505
1994,12,"Korea, Rep.",789.4295
1994,12,Kuwait,0.299955
1994,12,Kyrgyz Republic,10.7283
1994,12,"Lao, PDR",8920.226203
1994,12,Latin America & Caribbean developing,66.04477
1994,12,Latvia,0.812843
1994,12,Lebanon,1651.245
1994,12,Lesotho,3.559682
1994,12,Liberia,70.56122249
1994,12,Libya,1.213334374
1994,12,Lithuania,0.812843
1994,12,Low Income,265.0421
1994,12,Luxembourg,0.812843
1994,12,"Macedonia, FYR",51.75614104
1994,12,Madagascar,731.4489
1994,12,Malawi,13.25687
1994,12,Malaysia,2.559909
1994,12,Maldives,13.41858826
1994,12,Mali,551.610659
1994,12,Malta,0.812843
1994,12,Mauritania,124.6689
1994,12,Mauritius,18.195
1994,12,Mexico,4.0045
1994,12,"Micronesia, Fed. Sts.",1
1994,12,Middle East & N. Africa developing,907.7824
1994,12,Middle Income Countries,2349.355
1994,12,"Moldova, Rep.",4.262557
1994,12,Mongolia,408.1452
1994,12,Montenegro,0.840925014
1994,12,Morocco,9.006341
1994,12,Mozambique,6.480784
1994,12,Myanmar,363.8905312
1994,12,Namibia,3.559682
1994,12,Nepal,49.39727
1994,12,Netherlands,0.812843
1994,12,New Zealand,1.568248
1994,12,Nicaragua,6.997273
1994,12,Niger,551.610659
1994,12,Nigeria,21.98591
1994,12,Norway,6.850227
1994,12,Oman,0.384955
1994,12,Pakistan,30.73886
1994,12,Panama,1
1994,12,Papua New Guinea,1.168388
1994,12,Paraguay,1920.631
1994,12,Peru,2.142864
1994,12,Philippines,24.10955
1994,12,Poland,2.418864
1994,12,Portugal,0.812843
1994,12,Qatar,3.64
1994,12,Romania,0.177261
1994,12,Russian Federation,3.390955
1994,12,Rwanda,139.9698
1994,12,Samoa,2.441753243
1994,12,San Marino,0.840925014
1994,12,Sao Tome and Principe,15.127392
1994,12,Saudi Arabia,3.750727
1994,12,Senegal,551.610659
1994,12,Serbia,77.12087336
1994,12,Seychelles,4.976614
1994,12,Sierra Leone,3739.520348
1994,12,Singapore,1.464
1994,12,Slovakia,0.812843
1994,12,Slovenia,0.812843
1994,12,Solomon Islands,3.28163
1994,12,South Africa,3.559682
1994,12,South Asia developing,32.44281
1994,12,South Sudan,35.26552738
1994,12,Spain,0.812843
1994,12,Sri Lanka,49.51045
1994,12,St. Kitts and Nevis,2.7
1994,12,St. Lucia,2.7
1994,12,St. Vincent and the Grenadines,2.7
1994,12,Sub-Saharan Africa developing,48232.94
1994,12,Sudan,3.455568801
1994,12,Suriname,3.431623396
1994,12,Swaziland,3.559682
1994,12,Sweden,7.501091
1994,12,Switzerland,1.327864
1994,12,Syrian Arab Republic,95.42193548
1994,12,"Taiwan, China",26.35309
1994,12,Tajikistan,4.3625181
1994,12,"Tanzania, United Rep.",523.8523
1994,12,Thailand,25.09932
1994,12,Timor-Leste,1
1994,12,Togo,551.610659
1994,12,Tonga,1.291891
1994,12,Trinidad and Tobago,5.830455
1994,12,Tunisia,0.996
1994,12,Turkey,0.037545
1994,12,Turkmenistan,5200
1994,12,Uganda,916.2776
1994,12,Ukraine,1.115
1994,12,United Arab Emirates,3.673
1994,12,United Kingdom,0.641584
1994,12,United States,1
1994,12,Uruguay,5.571492
1994,12,Uzbekistan,66.9
1994,12,Vanuatu,111.7045
1994,12,"Venezuela, RB",2623.858215
1994,12,Vietnam,11028.23
1994,12,West Bank and Gaza,1
1994,12,World (WBG members),735.0486
1994,12,"Yemen, Rep.",12
1994,12,Zambia,0.667848
1994,12,Zimbabwe,316.1700085
1995,1,Albania,100.5626
1995,1,Algeria,42.88189
1995,1,Angola,514658
1995,1,Antigua and Barbuda,2.699091
1995,1,Argentina,1
1995,1,Armenia,449.626743
1995,1,Australia,1.306466
1995,1,Austria,0.795691
1995,1,Azerbaijan,0.94
1995,1,Bahamas,0.99999226
1995,1,Bahrain,0.377
1995,1,Bangladesh,39.94841
1995,1,Barbados,2.010057
1995,1,Belarus,11.53409
1995,1,Belgium,0.795691
1995,1,Belize,2
1995,1,Benin,551.610659
1995,1,Bhutan,31.37155
1995,1,Bolivia,4.713727
1995,1,Bosnia and Herzegovina,1.642911797
1995,1,Botswana,2.706409
1995,1,Brazil,0.846091
1995,1,Brunei Darussalam,1.458818
1995,1,Bulgaria,0.066955
1995,1,Burkina Faso,551.610659
1995,1,Burundi,244.6576
1995,1,Cabo Verde,92.57922452
1995,1,Cambodia,4034.464425
1995,1,Cameroon,551.610659
1995,1,Canada,1.412136
1995,1,Central African Republic,551.610659
1995,1,Chad,551.610659
1995,1,Chile,405.8364
1995,1,China,8.441
1995,1,Colombia,846.1732
1995,1,Comoros,417.8260062
1995,1,"Congo, Dem. Rep.",0.088841
1995,1,"Congo, Rep.",551.610659
1995,1,Costa Rica,164.8941
1995,1,Cote d'Ivoire,528.7684
1995,1,Croatia,6.300499951
1995,1,Cyprus,0.795691
1995,1,Czech Republic,27.66668
1995,1,Denmark,6.034455
1995,1,Developing Asia,314.8976
1995,1,Developing Countries,2485.058
1995,1,Djibouti,177.7208018
1995,1,Dominica,2.7
1995,1,Dominican Republic,13.29494
1995,1,East Asia & Pacific developing,388.2011
1995,1,Ecuador,1
1995,1,"Egypt, Arab Rep.",3.392659
1995,1,El Salvador,8.718636
1995,1,Equatorial Guinea,551.610659
1995,1,Eritrea,14.6007273
1995,1,Estonia,0.795691
1995,1,Ethiopia,5.443739
1995,1,Europe & Central Asia developing,14.21782
1995,1,Fiji,1.413301
1995,1,Finland,0.795691
1995,1,France,0.795691
1995,1,Gabon,551.610659
1995,1,"Gambia, The",9.540909
1995,1,Georgia,1.640125
1995,1,Germany,0.795691
1995,1,Ghana,0.104091
1995,1,Greece,0.795691
1995,1,Grenada,2.7
1995,1,Guatemala,5.674886
1995,1,Guinea,1002.418
1995,1,Guinea-Bissau,551.610659
1995,1,Guyana,200.4728507
1995,1,Haiti,19.05832
1995,1,High Income Countries,35.23856
1995,1,High Income: Non-OECD,2.999561
1995,1,High income: OECD,36.98199
1995,1,Honduras,9.263977
1995,1,"Hong Kong SAR, China",7.741318
1995,1,Hungary,111.5595
1995,1,Iceland,67.79932
1995,1,India,31.37155
1995,1,Indonesia,2209.591
1995,1,"Iran, Islamic Rep.",1734.125
1995,1,Iraq,1411.972134
1995,1,Ireland,0.795691
1995,1,Israel,2.992045
1995,1,Italy,0.795691
1995,1,Jamaica,32.93334
1995,1,Japan,99.68636
1995,1,Jordan,0.698909
1995,1,Kazakhstan,52.54545
1995,1,Kenya,44.44818
1995,1,Kiribati,1.32471505
1995,1,"Korea, Rep.",787.1136
1995,1,Kuwait,0.299455
1995,1,Kyrgyz Republic,10.84591
1995,1,"Lao, PDR",8920.226203
1995,1,Latin America & Caribbean developing,67.46784
1995,1,Latvia,0.795691
1995,1,Lebanon,1644.784
1995,1,Lesotho,3.538227
1995,1,Liberia,70.56122249
1995,1,Libya,1.213334374
1995,1,Lithuania,0.795691
1995,1,Low Income,264.7384
1995,1,Luxembourg,0.795691
1995,1,"Macedonia, FYR",51.75614104
1995,1,Madagascar,732.208
1995,1,Malawi,14.77515
1995,1,Malaysia,2.553182
1995,1,Maldives,13.41858826
1995,1,Mali,551.610659
1995,1,Malta,0.795691
1995,1,Mauritania,124.783
1995,1,Mauritius,17.90114
1995,1,Mexico,5.559091
1995,1,"Micronesia, Fed. Sts.",1
1995,1,Middle East & N. Africa developing,899.8475
1995,1,Middle Income Countries,2508.899
1995,1,"Moldova, Rep.",4.330511
1995,1,Mongolia,410.2752
1995,1,Montenegro,0.840925014
1995,1,Morocco,8.860341
1995,1,Mozambique,6.576739
1995,1,Myanmar,363.8905312
1995,1,Namibia,3.538227
1995,1,Nepal,49.33614
1995,1,Netherlands,0.795691
1995,1,New Zealand,1.560976
1995,1,Nicaragua,7.046136
1995,1,Niger,551.610659
1995,1,Nigeria,21.98091
1995,1,Norway,6.696273
1995,1,Oman,0.384955
1995,1,Pakistan,30.81682
1995,1,Panama,1
1995,1,Papua New Guinea,1.17227
1995,1,Paraguay,1902.722
1995,1,Peru,2.189636
1995,1,Philippines,24.52409
1995,1,Poland,2.420636
1995,1,Portugal,0.795691
1995,1,Qatar,3.639909
1995,1,Romania,0.176602
1995,1,Russian Federation,3.821545
1995,1,Rwanda,142.9877
1995,1,Samoa,2.441753243
1995,1,San Marino,0.840925014
1995,1,Sao Tome and Principe,15.127392
1995,1,Saudi Arabia,3.750727
1995,1,Senegal,551.610659
1995,1,Serbia,77.12087336
1995,1,Seychelles,4.931955
1995,1,Sierra Leone,3739.520348
1995,1,Singapore,1.451409
1995,1,Slovakia,0.795691
1995,1,Slovenia,0.795691
1995,1,Solomon Islands,3.283101
1995,1,South Africa,3.538227
1995,1,South Asia developing,32.44893
1995,1,South Sudan,35.26552738
1995,1,Spain,0.795691
1995,1,Sri Lanka,49.84
1995,1,St. Kitts and Nevis,2.7
1995,1,St. Lucia,2.7
1995,1,St. Vincent and the Grenadines,2.7
1995,1,Sub-Saharan Africa developing,51844.01
1995,1,Sudan,3.455568801
1995,1,Suriname,3.431623396
1995,1,Swaziland,3.538227
1995,1,Sweden,7.468909
1995,1,Switzerland,1.286727
1995,1,Syrian Arab Republic,95.42193548
1995,1,"Taiwan, China",26.26918
1995,1,Tajikistan,4.3625181
1995,1,"Tanzania, United Rep.",522.7045
1995,1,Thailand,25.12014
1995,1,Timor-Leste,1
1995,1,Togo,551.610659
1995,1,Tonga,1.301533
1995,1,Trinidad and Tobago,5.815682
1995,1,Tunisia,0.982432
1995,1,Turkey,0.040273
1995,1,Turkmenistan,5200
1995,1,Uganda,913.479
1995,1,Ukraine,1.209091
1995,1,United Arab Emirates,3.673
1995,1,United Kingdom,0.635009
1995,1,United States,1
1995,1,Uruguay,5.749485
1995,1,Uzbekistan,67.35455
1995,1,Vanuatu,110.4391
1995,1,"Venezuela, RB",2623.858215
1995,1,Vietnam,11009.39
1995,1,West Bank and Gaza,1
1995,1,World (WBG members),783.0851
1995,1,"Yemen, Rep.",12
1995,1,Zambia,0.67
1995,1,Zimbabwe,316.1700085
1995,2,Albania,100.5113
1995,2,Algeria,42.46772
1995,2,Angola,558977.1
1995,2,Antigua and Barbuda,2.701
1995,2,Argentina,1.0006
1995,2,Armenia,449.626743
1995,2,Australia,1.343731
1995,2,Austria,0.784372
1995,2,Azerbaijan,1.079125
1995,2,Bahamas,0.99999226
1995,2,Bahrain,0.377
1995,2,Bangladesh,40.03
1995,2,Barbados,2.00725
1995,2,Belarus,12
1995,2,Belgium,0.784372
1995,2,Belize,2
1995,2,Benin,551.610659
1995,2,Bhutan,31.3768
1995,2,Bolivia,4.734375
1995,2,Bosnia and Herzegovina,1.642911797
1995,2,Botswana,2.70438
1995,2,Brazil,0.8407
1995,2,Brunei Darussalam,1.4543
1995,2,Bulgaria,0.06655
1995,2,Burkina Faso,551.610659
1995,2,Burundi,241.321
1995,2,Cabo Verde,92.57922452
1995,2,Cambodia,4034.464425
1995,2,Cameroon,551.610659
1995,2,Canada,1.39945
1995,2,Central African Republic,551.610659
1995,2,Chad,551.610659
1995,2,Chile,412.1275
1995,2,China,8.43515
1995,2,Colombia,850.9745
1995,2,Comoros,417.8260062
1995,2,"Congo, Dem. Rep.",0.096625
1995,2,"Congo, Rep.",551.610659
1995,2,Costa Rica,167.554
1995,2,Cote d'Ivoire,522.44
1995,2,Croatia,6.300499951
1995,2,Cyprus,0.784372
1995,2,Czech Republic,27.2858
1995,2,Denmark,5.92525
1995,2,Developing Asia,315.3497
1995,2,Developing Countries,2215.962
1995,2,Djibouti,177.7208018
1995,2,Dominica,2.7
1995,2,Dominican Republic,13.51805
1995,2,East Asia & Pacific developing,388.766
1995,2,Ecuador,1
1995,2,"Egypt, Arab Rep.",3.3918
1995,2,El Salvador,8.72
1995,2,Equatorial Guinea,551.610659
1995,2,Eritrea,14.6007273
1995,2,Estonia,0.784372
1995,2,Ethiopia,5.418175
1995,2,Europe & Central Asia developing,15.35008
1995,2,Fiji,1.424516
1995,2,Finland,0.784372
1995,2,France,0.784372
1995,2,Gabon,551.610659
1995,2,"Gambia, The",9.55
1995,2,Georgia,1.780375
1995,2,Germany,0.784372
1995,2,Ghana,0.105675
1995,2,Greece,0.784372
1995,2,Grenada,2.7
1995,2,Guatemala,5.691
1995,2,Guinea,-1249115
1995,2,Guinea-Bissau,551.610659
1995,2,Guyana,200.4728507
1995,2,Haiti,18.9967
1995,2,High Income Countries,35.07491
1995,2,High Income: Non-OECD,2.998671
1995,2,High income: OECD,36.80958
1995,2,Honduras,9.166
1995,2,"Hong Kong SAR, China",7.72955
1995,2,Hungary,111.868
1995,2,Iceland,66.5685
1995,2,India,31.3768
1995,2,Indonesia,2217.7
1995,2,"Iran, Islamic Rep.",1745.497
1995,2,Iraq,1411.972134
1995,2,Ireland,0.784372
1995,2,Israel,2.98325
1995,2,Italy,0.784372
1995,2,Jamaica,32.93585
1995,2,Japan,98.165
1995,2,Jordan,0.698
1995,2,Kazakhstan,59.583
1995,2,Kenya,44.3735
1995,2,Kiribati,1.32471505
1995,2,"Korea, Rep.",787.32
1995,2,Kuwait,0.29865
1995,2,Kyrgyz Republic,10.863
1995,2,"Lao, PDR",8920.226203
1995,2,Latin America & Caribbean developing,67.1052
1995,2,Latvia,0.784372
1995,2,Lebanon,1640.505
1995,2,Lesotho,3.5603
1995,2,Liberia,70.56122249
1995,2,Libya,1.213334374
1995,2,Lithuania,0.784372
1995,2,Low Income,-44923.85
1995,2,Luxembourg,0.784372
1995,2,"Macedonia, FYR",51.75614104
1995,2,Madagascar,745.576
1995,2,Malawi,15.13673
1995,2,Malaysia,2.5502
1995,2,Maldives,13.41858826
1995,2,Mali,551.610659
1995,2,Malta,0.784372
1995,2,Mauritania,124.571
1995,2,Mauritius,17.73575
1995,2,Mexico,5.654
1995,2,"Micronesia, Fed. Sts.",1
1995,2,Middle East & N. Africa developing,905.0483
1995,2,Middle Income Countries,2705.445
1995,2,"Moldova, Rep.",4.326175
1995,2,Mongolia,412.378
1995,2,Montenegro,0.840925014
1995,2,Morocco,8.7695
1995,2,Mozambique,6.7508
1995,2,Myanmar,363.8905312
1995,2,Namibia,3.5603
1995,2,Nepal,49.53
1995,2,Netherlands,0.784372
1995,2,New Zealand,1.577198
1995,2,Nicaragua,7.198
1995,2,Niger,551.610659
1995,2,Nigeria,21.99941
1995,2,Norway,6.59015
1995,2,Oman,0.385
1995,2,Pakistan,30.8735
1995,2,Panama,1
1995,2,Papua New Guinea,1.176175
1995,2,Paraguay,1744
1995,2,Peru,2.2127
1995,2,Philippines,25.036
1995,2,Poland,2.4305
1995,2,Portugal,0.784372
1995,2,Qatar,3.64025
1995,2,Romania,0.1793
1995,2,Russian Federation,4.2605
1995,2,Rwanda,137.9241
1995,2,Samoa,2.441753243
1995,2,San Marino,0.840925014
1995,2,Sao Tome and Principe,15.127392
1995,2,Saudi Arabia,3.7506
1995,2,Senegal,551.610659
1995,2,Serbia,77.12087336
1995,2,Seychelles,4.8922
1995,2,Sierra Leone,3739.520348
1995,2,Singapore,1.45215
1995,2,Slovakia,0.784372
1995,2,Slovenia,0.784372
1995,2,Solomon Islands,3.314631
1995,2,South Africa,3.5603
1995,2,South Asia developing,32.46677
1995,2,South Sudan,35.26552738
1995,2,Spain,0.784372
1995,2,Sri Lanka,49.9255
1995,2,St. Kitts and Nevis,2.7
1995,2,St. Lucia,2.7
1995,2,St. Vincent and the Grenadines,2.7
1995,2,Sub-Saharan Africa developing,45649.49
1995,2,Sudan,3.455568801
1995,2,Suriname,3.431623396
1995,2,Swaziland,3.5603
1995,2,Sweden,7.3844
1995,2,Switzerland,1.2695
1995,2,Syrian Arab Republic,95.42193548
1995,2,"Taiwan, China",26.31805
1995,2,Tajikistan,4.3625181
1995,2,"Tanzania, United Rep.",526.825
1995,2,Thailand,25.01425
1995,2,Timor-Leste,1
1995,2,Togo,551.610659
1995,2,Tonga,1.344151
1995,2,Trinidad and Tobago,5.82575
1995,2,Tunisia,0.97005
1995,2,Turkey,0.0411
1995,2,Turkmenistan,5200
1995,2,Uganda,918.8
1995,2,Ukraine,1.318975
1995,2,United Arab Emirates,3.673
1995,2,United Kingdom,0.635567
1995,2,United States,1
1995,2,Uruguay,5.78375
1995,2,Uzbekistan,59.98375
1995,2,Vanuatu,111.662
1995,2,"Venezuela, RB",2623.858215
1995,2,Vietnam,10994
1995,2,West Bank and Gaza,1
1995,2,World (WBG members),700.9485
1995,2,"Yemen, Rep.",12
1995,2,Zambia,0.758955
1995,2,Zimbabwe,316.1700085
1995,3,Albania,100.4707
1995,3,Algeria,42.97242
1995,3,Angola,585863.5
1995,3,Antigua and Barbuda,2.698696
1995,3,Argentina,1.000957
1995,3,Armenia,449.626743
1995,3,Australia,1.360128
1995,3,Austria,0.752148
1995,3,Azerbaijan,1.116
1995,3,Bahamas,0.99999226
1995,3,Bahrain,0.377
1995,3,Bangladesh,39.74043
1995,3,Barbados,2.010674
1995,3,Belarus,12.21739
1995,3,Belgium,0.752148
1995,3,Belize,2
1995,3,Benin,551.610659
1995,3,Bhutan,31.62826
1995,3,Bolivia,4.744804
1995,3,Bosnia and Herzegovina,1.642911797
1995,3,Botswana,2.717876
1995,3,Brazil,0.888261
1995,3,Brunei Darussalam,1.430261
1995,3,Bulgaria,0.066
1995,3,Burkina Faso,551.610659
1995,3,Burundi,233.1
1995,3,Cabo Verde,92.57922452
1995,3,Cambodia,4034.464425
1995,3,Cameroon,551.610659
1995,3,Canada,1.407087
1995,3,Central African Republic,551.610659
1995,3,Chad,551.610659
1995,3,Chile,410.4574
1995,3,China,8.427435
1995,3,Colombia,865.8117
1995,3,Comoros,417.8260062
